index,event_annotation_id,event_id,argtext,Text,Important,Goal_Test,annotator_ID,Goal_Test_2,Final_Goal_Test
3017,12071,1478,Davao City,,,important,0,,
3018,12074,1479,airstrikes,,,important,0,airstrikes killed at least seven people, killed 
3019,12075,1479,at least seven people,,,important,0,,
3020,12077,1480,A suicide bomber,,,important,0,A suicide bomber kills at least nine people, kills 
3021,12078,1480,at least nine people,,,important,0,,
3022,12085,1481,The US,,,important,0,The US killed 20 civilians, killed 
3023,12087,1481,20 civilians,,,important,0,,
3024,12097,1482,Eurovision Song Contest,,,important,0,Eurovision Song Contest in Stockholm Sweden, in 
3025,12098,1482,Stockholm Sweden,,,important,0,,
3026,12102,1483,The Carver County Minnesota Sheriffs office,,,important,0,The Carver County Minnesota Sheriffs office conducts an autopsy, conducts 
3027,12103,1483,an autopsy,,,important,0,,
3028,12109,1484,workers,,,important,0,workers vote to place Queensland Nickel, vote to place 
3029,12110,1484,Queensland Nickel,,,important,0,,
3030,12116,1485,Fiat Chrysler,,,important,0,Flat Chrysler announces withdraw 1.1 million vehicles, announces withdraw 
3031,12118,1485,1.1 million vehicles,,,important,0,,
3032,12121,1486,Valeant a Canada,,,important,0,Valeant a Canada has received new notices, has received 
3033,12124,1486,new notices,,,important,0,,
3034,12127,1487,A passenger train,,,important,0,A passenger train derails near South Korean city, derails near 
3035,12128,1487,South Korean city,,,important,0,,
3036,12133,1488,A warehouse,,,important,0,A warehouse storing chemicals and fuel, storing 
3037,12134,1488,chemicals and fuel,,,important,0,,
3038,12140,1489,At least fifteen people,,,important,0,At least fifteen people have been killed in Tawang District, have been killed in 
3039,12142,1489,Tawang District,,,important,0,,
3040,12146,1490,impact,,,important,0,impact of Cyclone Amos, of 
3041,12147,1490,Cyclone Amos,,,important,0,,
3042,12158,1491,three petrochemical plant,,,important,0,three petrochemical plant in Gulf port city, in 
3043,12159,1491,Gulf port city,,,important,0,,
3044,12171,1492,British people,,,important,0,British people remain in European Union, remain in 
3045,12172,1492,European Union,,,important,0,,
3046,12173,1493,The US House Committee,,,important,0,The US House Committee passes a resolution, passes 
3047,12175,1493,a resolution,,,important,0,,
3048,12179,1494,UN climate agreement,,,important,0,UN climate agreement in New York, in 
3049,12180,1494,New York,,,important,0,,
3050,12193,1495,US combat troops,,,important,0,US combat troops in Eastern Europe, in 
3051,12194,1495,Eastern Europe,,,important,0,,
3052,12197,1496,Belize,,,important,0,Belize accuses Guatemala, accuses 
3053,12198,1496,Guatemala,,,important,0,,
3054,12217,1497,Pachauri,,,important,0,Pachauri accused of stalking intimidation and sexual assault, accused of stalking 
3055,12218,1497,intimidation and sexual assault,,,important,0,,
3056,12220,1498,Eight family members,,,important,0,Eight family members murdered in Pike County Ohio, murdered in 
3057,12222,1498,Pike County Ohio,,,important,0,,
3058,12226,1499,Five people,,,important,0,Five people have been killed in American town, have been killed in 
3059,12228,1499,American town,,,important,0,,
3060,12233,1500,an estimated 200000,,,important,0,an estimated 200000 convicted felons, convicted 
3061,12234,1500,felons,,,important,0,,
3062,12236,1501,The European Union,,,important,0,The European Union imposing sanctions on Macedonias leaders, imposing  on 
3063,12238,1501,sanctions,,,important,0,,
3064,12239,1501,Macedonias leaders,,,important,0,,
3065,12257,1502,a peaceful protest,,,important,0,a peaceful protest killing many students, killing 
3066,12258,1502,many students,,,important,0,,
3067,12268,1503,55 million,,,important,0,55 million registered Filipino voters, registered 
3068,12269,1503,Filipino voters,,,important,0,,
3069,12271,1504,Oceanographers,,,important,0,Oceangraphers discover an extensive reef system, discover 
3070,12272,1504,an extensive reef system,,,important,0,,
3071,12277,1505,Chinas National Space Administration,,,important,0,Chinas National Space Administration working on a program, working on 
3072,12279,1505,a program,,,important,0,,
3073,12287,1506,lowcost alternative energy,,,important,0,lowcost alternative energy derived from seawater, derived from 
3074,12288,1506,seawater,,,important,0,,
3075,12289,1507,Scientists,,,important,0,Scientists discover quantum tunneling of water molecules, discover  of 
3076,12290,1507,quantum tunneling,,,important,0,,
3077,12291,1507,water molecules,,,important,0,,
3078,12295,1508,working conditions,,,important,0,working conditions at Qatars 2022 World Cup venues, at 
3079,12296,1508,Qatars 2022 World Cup venues,,,important,0,,
3080,12309,1509,The Pakistani Taliban,,,important,0,The Pakistani Taliban claims killing of a Sikh lawmaker Soran Singh, claims  of 
3081,12310,1509,killing,,,important,0,,
3082,12311,1509,a Sikh lawmaker Soran Singh,,,important,0,,
3083,12316,1510,Syrian government airstrikes,,,important,0,Syrian government airstrikes kill 25 people mostly civilians, kill 
3084,12317,1510,25 people mostly civilians,,,important,0,,
3085,12321,1511,Yemeni government forces,,,important,0,Yemeni government forces along with Popular Resistance militia, along with 
3086,12322,1511,Popular Resistance militia,,,important,0,,
3087,12331,1512,Two separate car bombs,,,important,0,Two separate car bombs kill at least 12 people, kill 
3088,12332,1512,at least 12 people,,,important,0,,
3089,12343,1513,400th anniversary,,,important,0,400th anniversary of his death, of 
3090,12344,1513,his death,,,important,0,,
3091,12346,1514,Spain,,,important,0,Spain commemorates 400th anniversary of death, commemorates  of 
3092,12347,1514,400th anniversary,,,important,0,,
3093,12348,1514,death,,,important,0,,
3094,12352,1515,best selling album,,,important,0,best selling album of 2016, of 
3095,12353,1515,2016,,,important,0,,
3096,12355,1516,Samoan authorities,,,important,0,Samoan authorities prepared for Severe Tropical Cyclone Amos, prepared for 
3097,12356,1516,Severe Tropical Cyclone Amos,,,important,0,,
3098,12359,1517,A Russian oil tanker,,,important,0,A Russia oil tanker catches fire, catches 
3099,12360,1517,fire,,,important,0,,
3100,12375,1518,deadliest earthquake,,,important,0,deadliest earthquake in South America, in 
3101,12376,1518,South America,,,important,0,,
3102,12377,1519,Northkorea,,,important,0,Northkorea have launched a submarinelaunched ballistic missile, have launched 
3103,12378,1519,a submarinelaunched ballistic missile,,,important,0,,
3104,12381,1520,Russia Vladimir Putin,,,important,0,Russia Vladimir Putin accuses US, accuses 
3105,12382,1520,US,,,important,0,,
3106,12393,1521,Friday afternoon truce,,,important,0,Friday afternoonn truce between kurdish Asayish forces, between kurdish Asayish forces
3107,12394,1521,Kurdish Asayish forces,,,important,0,,
3108,12400,1522,Northkorea,,,important,0,Northkorea ready to halt nuclear tests, ready to halt 
3109,12401,1522,nuclear tests,,,important,0,,
3110,12405,1523,Professor Rezaul Karim Siddique,,,important,0,Professor Rezaul Karim Siddique killed in Bangladeshi city, killed in 
3111,12406,1523,Bangladeshi city,,,important,0,,
3112,12412,1524,Turkish embassy,,,important,0,Turkish embassy in Berlin Bruno Kramm head, in 
3113,12413,1524,Berlin Bruno Kramm head,,,important,0,,
3114,12422,1525,Pakistan Nawaz Sharif,,,important,0,Pakistan Nawaz Sharif bows to opposition demands, bows to 
3115,12423,1525,opposition demands,,,important,0,,
3116,12441,1526,a CSX train,,,important,0,a CSX train traveling from Chicago IIIinois, traveling from 
3117,12442,1526,Chicago Illinois,,,important,0,,
3118,12450,1527,other advocates,,,important,0,other advocates endorse Leni Robredo, endorse 
3119,12451,1527,Leni Robredo,,,important,0,,
3120,12457,1528,Machar,,,important,0,Machar offered position, offered 
3121,12458,1528,position,,,important,0,,
3122,12465,1529,people protest,,,important,0,people protest against proposed Transatlantic Trade, against proposed 
3123,12468,1529,Transatlantic Trade,,,important,0,,
3124,12481,1530,referendum,,,important,0,referendum could not be considered credible under current rules and conditions, could not be considered credible under 
3125,12482,1530,current rules and conditions,,,important,0,,
3126,12483,1531,Congo President Denis Sassou Nguesso names,,,important,0,Congo President Denis Sassou Nguesso names as prime minister, as 
3127,12485,1531,prime minister,,,important,0,,
3128,12489,1532,a 62hour flight,,,important,0,a 62hour flight across Pacific Ocean, across 
3129,12490,1532,Pacific Ocean,,,important,0,,
3130,12493,1533,suicide bombing attacks,,,important,0,suicide bombing attacks in Baghdad, in 
3131,12494,1533,Baghdad,,,important,0,,
3132,12495,1534,air strikes,,,important,0,air strikes kill at least ten alqaeda, kill 
3133,12496,1534,at least ten alqaeda,,,important,0,,
3134,12503,1535,Rockets,,,important,0,Rockets fired by from northern Syria, fired by from 
3135,12504,1535,northern Syria,,,important,0,,
3136,12514,1536,Northkorea,,,important,0,Northkorea deploys 300 new multiple launch rocket systems, deploys 
3137,12515,1536,300 new multiple launch rocket systems,,,important,0,,
3138,12518,1537,US isnt,,,important,0,US isnt taking Northkorean Foreign Minister Ri Suyongs proposal, taking 
3139,12519,1537,Northkorean Foreign Minister Ri Suyongs proposal,,,important,0,,
3140,12523,1538,Ebru Umar,,,important,0,Ebru Umar arrested in KuAYadasA Turkey, arrested in 
3141,12526,1538,KuAYadasA Turkey,,,important,0,,
3142,12540,1539,Dima alWawi,,,important,0,Dima alWawi freed from an Israeli Prison, freed from 
3143,12541,1539,an Israeli Prison,,,important,0,,
3144,12558,1540,incumbent Teodoro Obiang Nguema Mbasogo,,,important,0,incumbent Teodoro Obiang Nguema Mbasogo expected to win as opposition boycotts election, expected to win as  
3145,12559,1540,opposition boycotts,,,important,0,,
3146,12560,1540,election,,,important,0,,
3147,12564,1541,Yoshiaki Wada,,,important,0,Yoshiaki Wada staved off competition, staved off 
3148,12565,1541,competition,,,important,0,,
3149,12569,1542,Philippine presidential debate series,,,important,0,Philippine presidential debate series held in Dagupan, held in 
3150,12570,1542,Dagupan,,,important,0,,
3151,12571,1543,Serbians,,,important,0,Serbians elect a new parliament, elect 
3152,12572,1543,a new parliament,,,important,0,,
3153,12582,1544,antigovernment protesters,,,important,0,antigovernment protesters demonstrate in capital ChiEinAFu, demonstrate in 
3154,12583,1544,capital ChiEinAFu,,,important,0,,
3155,12591,1545,Atyrau,,,important,0,Atyrau rallying against government decision,Spains King Felipe VI announces an unprecedented repeat parliamentary election
3156,12592,1545,governments decision,,,important,0,,
3157,12598,1546,Two Turkish soldiers,,,important,0,Two Turkish soldiers killed in an attack, killed in 
3158,12599,1546,an attack,,,important,0,,
3159,12602,1547,At least eight people,,,important,0,At least eight people killed in a car bomb, killed in 
3160,12603,1547,a car bomb,,,important,0,,
3161,12608,1548,United States,,,important,0,United States will send an additional 250 troops, will send 
3162,12609,1548,an additional 250 troops,,,important,0,,
3163,12612,1549,attack,,,important,0,attack in a twohour gunfight, in 
3164,12613,1549,a twohour gunfight,,,important,0,,
3165,12617,1550,Yemeni,,,important,0,Yemini and Saudiled coalition forces recapture Al Mukalla, and  recapture 
3166,12618,1550,Saudiled coalition forces,,,important,0,,
3167,12619,1550,port city,,,important,0,,
3168,12620,1550,Al Mukalla,,,important,0,,
3169,12623,1551,three foreigners,,,important,0,three foreigners kidnapped in September 2015, kidnapped in 
3170,12624,1551,September 2015,,,important,0,,
3171,12647,1552,Dhaka Bangladesh,,,important,0,Dhaka Bangladesh by suspected Islamist militants, by 
3172,12648,1552,suspected Islamist militants,,,important,0,,
3173,12651,1553,British department store chain British Home Stores BHS,,,important,0,British department store chain British Home Stores BHS collapses into administration, collapses into 
3174,12652,1553,administration,,,important,0,,
3175,12665,1554,a broadbased economic reform plan,,,important,0,a broadbased economic reform plan known as Vision 2030, known as 
3176,12666,1554,Vision 2030,,,important,0,,
3177,12670,1555,Goldman Sachs American multinational investment Banking firm,,,important,0,Goldman Sachs American multinational investment Banking firm launches an FDIC, launches 
3178,12671,1555,an FDIC,,,important,0,,
3179,12681,1556,a mock attack,,,important,0,a mock attack on Tarva, on 
3180,12682,1556,Tarva,,,important,0,,
3181,12688,1557,At least 23 people,,,important,0,At least 23 people have died in Karor Lal Esan, have died in 
3182,12691,1557,Karor Lal Esan,,,important,0,,
3183,12697,1558,an explosion,,,important,0,an explosion on a bus, on 
3184,12698,1558,a bus,,,important,0,,
3185,12705,1559,Hillsborough disaster,,,important,0,Hillsborough disaster reach their verdicts , reach  
3186,12706,1559,their verdicts,,,important,0,,
3187,12710,1560,China,,,important,0,China urges Northkorea, urges 
3188,12711,1560,Northkorea,,,important,0,,
3189,12724,1561,an earthquake,,,important,0,an earthquake killed over 650 people, killed over 
3190,12725,1561,650 people,,,important,0,,
3191,12728,1562,military action,,,important,0,military action against Taliban, against 
3192,12729,1562,Taliban,,,important,0,,
3193,12736,1563,Turkey,,,important,0,Turkey has deported more than 3300 foreigners, has deported 
3194,12738,1563,more than 3300 foreigners,,,important,0,,
3195,12747,1564,a wrongful death civil rights lawsuit,,,important,0,a wrongful death civil rights lawsuit brought by family, brought by 
3196,12748,1564,family,,,important,0,,
3197,12750,1565,Venezuelas Supreme Tribunal rules,,,important,0,Venezuelas Supreme Tribunal rules oppositions proposed amendment to change Presidents term, oppositions proposed amendment to change 
3198,12751,1565,Presidents term,,,important,0,,
3199,12756,1566,The presidential campaigns,,,important,0,The presidential campaigns of Texas Senator Ted cruz, of 
3200,12757,1566,Texas Senator Ted cruz,,,important,0,,
3201,12772,1567,A Maricopa County Arizona judge,,,important,0,A Maricopa County Arizona judge rejects Arizona Attorney General Mark Brnovichs request, rejects 
3202,12773,1567,Arizona Attorney General Mark Brnovichs request,,,important,0,,
3203,12777,1568,Juventus,,,important,0,Juventus win Italys association football championship,win
3204,12788,1569,The suspension,,,important,0,The suspension stayed due to a lower court ruling, stayed due to 
3205,12789,1569,a lower court ruling,,,important,0,,
3206,12790,1570,basketball Golden State Warriors,,,important,0,basketball Golden State Warriors top seed in ongoing NBA Warriors, top seed in 
3207,12791,1570,ongoing NBA playoffs,,,important,0,,
3208,12796,1571,A Syrian government airstrike,,,important,0,A Syrian government airstrike kills at least five members, kills 
3209,12798,1571,at least five members,,,important,0,,
3210,12802,1572,Indian Subcontinent,,,important,0,Indian Subcontinent claims responsibilty, claims responsibilty
3211,12803,1572,responsibility,,,important,0,,
3212,12808,1573,Ukraine,,,important,0,Ukraine commemorates 30th anniversary of Chernobyl disaster, commemorates  of 
3213,12809,1573,30th anniversary,,,important,0,,
3214,12810,1573,Chernobyl disaster,,,important,0,,
3215,12814,1574,a dollar 50 billion contract,,,important,0,a dollar 50 billion contract to build a new fleet, to build 
3216,12815,1574,a new fleet,,,important,0,,
3217,12820,1575,Mitsubishi Motors,,,important,0,Mitsubishi Motors has used fuel economy, has used 
3218,12822,1575,fuel economy,,,important,0,,
3219,12826,1576,British doctors,,,important,0,British doctors go on strike, go on 
3220,12827,1576,strike,,,important,0,,
3221,12831,1577,A massive fire,,,important,0,A massive fire damages National Museum, damages 
3222,12832,1577,National Museum,,,important,0,,
3223,12837,1578,Northkorea,,,important,0,Northkorea appears to be preparing a testlaunch, appears to be preparing 
3224,12838,1578,a testlaunch,,,important,0,,
3225,12847,1579,German diplomats,,,important,0,German diplomats failed to act on abuses, failed to act on 
3226,12848,1579,abuses,,,important,0,,
3227,12853,1580,The US,,,important,0,The US deploys F22 Raptor fighter jets, deploys 
3228,12854,1580,F22 Raptor fighter jets,,,important,0,,
3229,12866,1581,asylum seekers,,,important,0,asylum seekers on Manus Island breaches, on 
3230,12867,1581,Manus Island breaches,,,important,0,,
3231,12870,1582,An inquest,,,important,0,An inquest into Hillsborough Disaster, into 
3232,12871,1582,Hillsborough Disaster,,,important,0,,
3233,12876,1583,mounting pressure,,,important,0,mounting pressure since Russias annexation , since  
3234,12877,1583,Russias annexation,,,important,0,,
3235,12887,1584,a military barracks,,,important,0,a military barracks in Cape Verde, in 
3236,12888,1584,Cape Verde,,,important,0,,
3237,12897,1585,streets,,,important,0,streets of Baghdad Iraq, of 
3238,12898,1585,Baghdad Iraq,,,important,0,,
3239,12913,1586,Riek Machar,,,important,0,Riek Machar arrives in capital Juba, arrives in 
3240,12914,1586,capital Juba,,,important,0,,
3241,12923,1587,Clashes,,,important,0,Clashes break out between  migrants and riot police, break out between  
3242,12924,1587,migrants and riot police,,,important,0,,
3243,12939,1588,an agenda,,,important,0,an agenda for UNbacked peace negotiations, for 
3244,12940,1588,UNbacked peace negotiations,,,important,0,,
3245,12945,1589,a recall referendum,,,important,0,a recall referendum against President NicolAis Maduro, against 
3246,12946,1589,President NicolAis Maduro,,,important,0,,
3247,12947,1590,Slovakias newlyformed coalition government,,,important,0,Slovakias newlyformed coalition government gains a vote of confidence, gains  of 
3248,12948,1590,a vote,,,important,0,,
3249,12949,1590,confidence,,,important,0,,
3250,12952,1591,Spains King Felipe VI,,,important,0,Spains King Felipe VI announces an unprecendented repeat parliamentary election, announces an unprecendented repeat parliamentary election
3251,12953,1591,an unprecedented repeat parliamentary election,,,important,0,,
3252,12970,1592,Wednesdays and Thursdays,,,important,0,Wednesdays and Thursdays off for at least two weeks, off for 
3253,12971,1592,at least two weeks,,,important,0,,
3254,12976,1593,Abu Sayyaf militants,,,important,0,Abu Sayyaf militants plan to kidnap his sister actress, plan to kidnap 
3255,12977,1593,his sister actress,,,important,0,,
3256,12983,1594,Turkish city,,,important,0,Turkish city of Bursa, of 
3257,12984,1594,Bursa,,,important,0,,
3258,12986,1595,Israeli forces,,,important,0,Israeli forces kill two Palestinian, kill two Palestinian assailant
3259,12987,1595,two Palestinian assailants,,,important,0,,
3260,12990,1596,officials,,,important,0,officials from breakaway region, from 
3261,12991,1596,breakaway region,,,important,0,,
3262,12997,1597,Russianbacked Donetsk Peoples Republic,,,important,0,Russianbacked Donetsk Peoples Republic in Eastern Ukraine, in 
3263,12998,1597,Eastern Ukraine,,,important,0,,
3264,13005,1598,The US,,,important,0,The US warns Kabul Attack Network, warns 
3265,13007,1598,Kabul Attack Network,,,important,0,,
3266,13017,1599,Archaeologists,,,important,0,Archaeologists in Taiwan, in 
3267,13018,1599,Taiwan,,,important,0,,
3268,13030,1600,Augsburg and Cologne,,,important,0,Augsburg and Cologne are testing traffic lights, are testing 
3269,13032,1600,traffic lights,,,important,0,,
3270,13040,1601,The Philippine peso,,,important,0,The Philippine peso sinks to become worst performing currency, sinks to become 
3271,13041,1601,worst performing currency,,,important,0,,
3272,13045,1602,Heavy rain pelts,,,important,0,Heavy rain pelts earthquakehit Ecuador, earthquakehit 
3273,13046,1602,Ecuador,,,important,0,,
3274,13055,1603,United Kingdom Royal College,,,important,0,United Kingdom Royal College of Physicians reports, of 
3275,13056,1603,Physicians reports,,,important,0,,
3276,13062,1604,Papua New Guinea Peter ONeill,,,important,0,Papua New Guinea Peter ONeill will ask Australian Government, will ask 
3277,13067,1604,Australian Government,,,important,0,,
3278,13078,1605,UNbacked authorities,,,important,0,UNbacked authorities in capital Tripoli, in 
3279,13079,1605,capital Tripoli,,,important,0,,
3280,13087,1606,Austria,,,important,0,Austria passes a new law, passes 
3281,13088,1606,a new law,,,important,0,,
3282,13108,1607,delegation,,,important,0,delegation will discuss peace process, will discuss 
3283,13109,1607,peace process,,,important,0,,
3284,13115,1608,Last month Morocco,,,important,0,Last month Morocco expelled 75 UNstaffers, expelled 
3285,13116,1608,75 UNstaffers,,,important,0,,
3286,13120,1609,recent violence,,,important,0,recent violence has killed more than ten people, has killed 
3287,13121,1609,more than ten people,,,important,0,,
3288,13124,1610,execution,,,important,0,execution of Andrew Chan and Myuran Sukumaran ringleaders, of 
3289,13125,1610,Andrew Chan and Myuran Sukumaran ringleaders,,,important,0,,
3290,13133,1611,November 2015 Paris attacks,,,important,0,November 2015 Paris attacks to French authorities, to 
3291,13134,1611,French authorities,,,important,0,,
3292,13137,1612,Representatives Dennis Hastert,,,important,0,Representatives sentenced to fifteen months, sentenced to 
3293,13138,1612,fifteen months,,,important,0,,
3294,13144,1613,Iraqi authorities,,,important,0,Iraqi authorities ban Qatarbased satellite, ban 
3295,13145,1613,Qatarbased satellite,,,important,0,,
3296,13157,1614,four reformist newspaper journalists,,,important,0,four reformist newspaper journalists to long prison terms, to 
3297,13158,1614,long prison terms,,,important,0,,
3298,13166,1615,Cape Verdean police,,,important,0,Cape Verdean police capture a suspect in murder, capture  in 
3299,13167,1615,a suspect,,,important,0,,
3300,13168,1615,murder,,,important,0,,
3301,13171,1616,An Iranian asylum seeker selfimmolates,,,important,0,An Iranian asylum seeker selfimmolates protest Australias treatment of refugees, protest  of 
3302,13174,1616,Australias treatment,,,important,0,,
3303,13175,1616,refugees,,,important,0,,
3304,13180,1617,Korea,,,important,0,Korea will hold a party congress, will hold 
3305,13181,1617,a party congress,,,important,0,,
3306,13185,1618,Republican presidential candidate Carly Fiorina,,,important,0,Republican presidential candidate Carly Fiorina as his vicepresidential running mate, as 
3307,13186,1618,his vicepresidential running mate,,,important,0,,
3308,13187,1619,Bradford West MP Naz Shah,,,important,0,Bradford West MP Naz Shah suspended from opposition Labour Party, suspended from 
3309,13188,1619,opposition Labour Party,,,important,0,,
3310,13195,1620,Federal Intelligence Service President Gerhard schindler,,,important,0,Federal Intelligence Service President Gerhard Schindler replaced by Bruno Kahl, replaced by 
3311,13196,1620,Bruno Kahl,,,important,0,,
3312,13201,1621,Indonesia Malaysia and Philippines,,,important,0,Indonesia Malaysia and Phillipine agree on joint naval patrols, agree on 
3313,13202,1621,joint naval patrols,,,important,0,,
3314,13208,1622,a strike,,,important,0,a strike on a hospital, on 
3315,13209,1622,a hospital,,,important,0,,
3316,13214,1623,an ad,,,important,0,an ad denying Armenian Genocide, denying 
3317,13215,1623,Armenian Genocide,,,important,0,,
3318,13218,1624,testing mileage figures,,,important,0,testing mileage figures of Misubishi, of Misubishi
3319,13219,1624,Mitsubishi Motors vehicles,,,important,0,,
3320,13223,1625,Comcasts NBCUniversal,,,important,0,Comcasts NBCUUniversal acquires Dreamworks Animation , acquires 
3321,13224,1625,Dreamworks Animation,,,important,0,,
3322,13226,1626,American billionaire Carl Icahn,,,important,0,American billionaire Carl Icahn close his position in Apple, close  in 
3323,13230,1626,his position,,,important,0,,
3324,13231,1626,Apple,,,important,0,,
3325,13232,1627,Belgium,,,important,0,Belgium provide iodine pills, provide iodine pills
3326,13249,1628,US and Russia,,,important,0,US and Russia help revive failing Syrian peace talks, help revive failing 
3327,13250,1628,Syrian peace talks,,,important,0,,
3328,13254,1629,china,,,important,0,china will prevent war, will prevent 
3329,13255,1629,war,,,important,0,,
3330,13260,1630,Frances National Assembly,,,important,0,Frances National Assembly votes to adopt a nonninding resolution, votes to adopt 
3331,13261,1630,a nonbinding resolution,,,important,0,,
3332,13269,1631,Security and Cooperation,,,important,0,Security and Cooperation in Europe, in 
3333,13270,1631,Europe,,,important,0,,
3334,13287,1632,US,,,important,0,US imposing sanctions, imposing 
3335,13288,1632,sanctions,,,important,0,,
3336,13296,1633,Israeli Prime Minister Benjamin Netanyahu,,,important,0,Israeli Prime Minister Benjamin Netanyahu rejects a Frenchsponsored international conference, rejects 
3337,13297,1633,a Frenchsponsored international conference,,,important,0,,
3338,13310,1634,National Accords plea UN Security Council,,,important,0,National Accords plea UN Security Council blacklists tanker shipping, blacklists 
3339,13311,1634,tanker shipping,,,important,0,,
3340,13316,1635,Filipino domestic helper Mary Jane Veloso,,,important,0,Filipino domestic helper Mary Jane Veloso commemorates first anniversary, commemorates 
3341,13317,1635,first anniversary,,,important,0,,
3342,13325,1636,Colombia,,,important,0,Colombia becomes fourth state, becomes 
3343,13326,1636,fourth state,,,important,0,,
3344,13330,1637,Kyrgyzstan,,,important,0,Kyrgzstan sworn in with Prime Minister Sooronbay Jeenbekov, sworn in with 
3345,13331,1637,Prime Minister Sooronbay Jeenbekov,,,important,0,,
3346,13335,1638,London Ken Livingstone,,,important,0,London Ken Livingstone suspended by Labour Party, suspended by 
3347,13336,1638,Labour Party,,,important,0,,
3348,13340,1639,Finland,,,important,0,Finland holds a debate, holds 
3349,13341,1639,a debate,,,important,0,,
3350,13348,1640,Africas,,,important,0,Africas longest serving leader Teodoro Obiang President, longest serving 
3351,13349,1640,leader Teodoro Obiang President,,,important,0,,
3352,13358,1641,India,,,important,0,India launches IRNSS1G seventh and final series, launches 
3353,13359,1641,IRNSS1G seventh and final series,,,important,0,,
3354,13365,1642,2016 NFL season,,,important,0,2016 NFL season with Los Angeles Rams, with 
3355,13366,1642,Los Angeles Rams,,,important,0,,
3356,13376,1643,Russian Air Force,,,important,0,Russian Air Force will be providing ground camaign, will be providing 
3357,13377,1643,ground campaign,,,important,0,,
3358,13386,1644,Eurostat Eurozones economy,,,important,0,Eurostat Eurozones economy grew by 0.6 percent, grew by 
3359,13387,1644,0.6 percent,,,important,0,,
3360,13399,1645,A magnitude 7.0 earthquake,,,important,0,A magnitude 7.0 earthquake hits off Vanuatu island, hits off 
3361,13401,1645,Vanuatu island,,,important,0,,
3362,13409,1646,a helicopter,,,important,0,a helicopter carrying offshore workers, carrying 
3363,13410,1646,offshore workers,,,important,0,,
3364,13414,1647,Heavy rain,,,important,0,Heavy rain in Nairobi Kenya, in 
3365,13415,1647,Nairobi Kenya,,,important,0,,
3366,13424,1648,a collision,,,important,0,a collision between a taxi and truck, between 
3367,13425,1648,a taxi and truck,,,important,0,,
3368,13428,1649,A mosque,,,important,0,A mosque under refurbishment, under 
3369,13429,1649,refurbishment,,,important,0,,
3370,13435,1650,Zika virus related death,,,important,0,Zika virus related death in US, in 
3371,13436,1650,US,,,important,0,,
3372,13447,1651,Russias actions,,,important,0,Russia actions in Ukraine, in 
3373,13448,1651,Ukraine,,,important,0,,
3374,13449,1652,Australia,,,important,0,Australia commemorates one year anniversary, commemorates 
3375,13450,1652,one year anniversary,,,important,0,,
3376,13458,1653,imprisonment,,,important,0,imprisonment for alleged spying, for alleged spying
3377,13463,1654,750 corruption charges,,,important,0,750  corruption charges against President Jacob Zuma, against 
3378,13464,1654,President Jacob Zuma,,,important,0,,
3379,13468,1655,Oklahoma and Nebraska,,,important,0,Oklahoma and Nebraska having recently suffered a loss in their frontal attack, having recently suffered a loss in 
3380,13469,1655,their frontal attack,,,important,0,,
3381,13477,1656,delegates,,,important,0,delegates for Clevenland convention, for 
3382,13478,1656,Cleveland convention,,,important,0,,
3383,13492,1657,Principlists,,,important,0,Principlists won 19 seats, won 
3384,13493,1657,19 seats,,,important,0,,
3385,13494,1658,Protests,,,important,0,Protests erupt in Venezuela, erupt in 
3386,13496,1658,Venezuela,,,important,0,,
3387,13513,1659,The protests,,,important,0,The protests against a labour law, against 
3388,13514,1659,a labour law,,,important,0,,
3389,13522,1660,formation,,,important,0,formation of a Fine Gaelled government, of 
3390,13523,1660,a Fine Gaelled government,,,important,0,,
3391,13524,1661,A car bombing,,,important,0,A car bombing in southeastern Baghdad, in 
3392,13525,1661,southeastern Baghdad,,,important,0,,
3393,13531,1662,twenty air strikes,,,important,0,twenty air strikes have hit Aleppo, have hit 
3394,13533,1662,Aleppo,,,important,0,,
3395,13538,1663,A Hindu man,,,important,0,A Hindu man hacked to death, hacked to 
3396,13539,1663,death,,,important,0,,
3397,13549,1664,70th birthday,,,important,0,70th birthday of their king Carl XVI Gustaf, of 
3398,13550,1664,their King Carl XVI Gustaf,,,important,0,,
3399,13556,1665,A heatwave,,,important,0,A heatwave in India, in 
3400,13557,1665,India,,,important,0,,
3401,13571,1666,Nairobi building collapse,,,important,0,Nairobi building collapse rises to fourteen, rises to 
3402,13572,1666,fourteen,,,important,0,,
3403,13573,1667,A threestorey building,,,important,0,A threestorey building collapses in Mumbai, collapses in 
3404,13575,1667,Mumbai,,,important,0,,
3405,13579,1668,floods,,,important,0,floods in US state, in 
3406,13580,1668,US state,,,important,0,,
3407,13582,1669,A mosque,,,important,0,A mosque under refurbishment, under 
3408,13583,1669,refurbishment,,,important,0,,
3409,13594,1670,26 people,,,important,0,26 people rescued by Italian coast guard, rescued by 
3410,13595,1670,Italian coast guard,,,important,0,,
3411,13596,1671,Five people,,,important,0,Five people killed in a military plane crash, killed in 
3412,13597,1671,a military plane crash,,,important,0,,
3413,13599,1672,China,,,important,0,China denies a Hong Kong port call, denies 
3414,13600,1672,a Hong Kong port call,,,important,0,,
3415,13610,1673,a total ban,,,important,0,a total ban on ivory trade, on 
3416,13611,1673,ivory trade,,,important,0,,
